 zip_pick | zip_drop | distance_meters | distance_miles 
 98204    | 98350    |         3547680 |      2217.2998
 98037    | 98326    |         3537800 |      2211.1252
 98020    | 98326    |         3537800 |      2211.1252
 98087    | 98326    |         3537800 |      2211.1252
 98275    | 98326    |         3537800 |      2211.1252
 98012    | 98326    |         3537800 |      2211.1252
 98036    | 98326    |         3537800 |      2211.1252
 98204    | 98326    |         3537800 |      2211.1252
 98082    | 98326    |         3537800 |      2211.1252
 98206    | 98326    |         3537800 |      2211.1252
 98026    | 98326    |         3537800 |      2211.1252
 98046    | 98326    |         3537800 |      2211.1252
 98036    | 98381    |         3537589 |      2210.9932
 98206    | 98381    |         3537589 |      2210.9932
 98020    | 98381    |         3537589 |      2210.9932
 98082    | 98381    |         3537589 |      2210.9932
 98204    | 98381    |         3537589 |      2210.9932
 98037    | 98381    |         3537589 |      2210.9932
 98026    | 98381    |         3537589 |      2210.9932
 98012    | 98381    |         3537589 |      2210.9932
 98046    | 98381    |         3537589 |      2210.9932
 98087    | 98381    |         3537589 |      2210.9932
 98275    | 98381    |         3537589 |      2210.9932
 98036    | 98363    |         3487256 |      2179.5352
 98037    | 98362    |         3487256 |      2179.5352
 98275    | 98363    |         3487256 |      2179.5352
 98275    | 98362    |         3487256 |      2179.5352
 98087    | 98363    |         3487256 |      2179.5352
 98037    | 98363    |         3487256 |      2179.5352
 98082    | 98362    |         3487256 |      2179.5352
 98020    | 98362    |         3487256 |      2179.5352
 98026    | 98363    |         3487256 |      2179.5352
 98046    | 98363    |         3487256 |      2179.5352
 98206    | 98363    |         3487256 |      2179.5352
 98012    | 98362    |         3487256 |      2179.5352
 98036    | 98362    |         3487256 |      2179.5352
 98020    | 98363    |         3487256 |      2179.5352
 98204    | 98362    |         3487256 |      2179.5352
 98204    | 98363    |         3487256 |      2179.5352
 98087    | 98362    |         3487256 |      2179.5352
 98046    | 98362    |         3487256 |      2179.5352
 98026    | 98362    |         3487256 |      2179.5352
 98206    | 98362    |         3487256 |      2179.5352
 98012    | 98363    |         3487256 |      2179.5352
 98082    | 98363    |         3487256 |      2179.5352
 98207    | 98398    |         3473453 |       2170.908
 98259    | 98398    |         3473453 |       2170.908
 98270    | 98398    |         3473453 |       2170.908
 98271    | 98398    |         3473453 |       2170.908
 98206    | 98343    |         3462735 |       2164.209
 98020    | 98343    |         3462735 |       2164.209
 98204    | 98343    |         3462735 |       2164.209
 98082    | 98343    |         3462735 |       2164.209
 98046    | 98343    |         3462735 |       2164.209
 98036    | 98343    |         3462735 |       2164.209
 98012    | 98343    |         3462735 |       2164.209
 98037    | 98343    |         3462735 |       2164.209
 98087    | 98343    |         3462735 |       2164.209
 98275    | 98343    |         3462735 |       2164.209
 98026    | 98343    |         3462735 |       2164.209
 98087    | 98548    |         3459834 |       2162.396
 98012    | 98548    |         3459834 |       2162.396
 98020    | 98548    |         3459834 |       2162.396
 98026    | 98548    |         3459834 |       2162.396
 98082    | 98548    |         3459834 |       2162.396
 98206    | 98548    |         3459834 |       2162.396
 98036    | 98548    |         3459834 |       2162.396
 98046    | 98548    |         3459834 |       2162.396
 98037    | 98548    |         3459834 |       2162.396
 98204    | 98548    |         3459834 |       2162.396
 98275    | 98548    |         3459834 |       2162.396
 98020    | 98236    |         3448702 |      2155.4387
 98236    | 98275    |         3448702 |      2155.4387
 98204    | 98236    |         3448702 |      2155.4387
 98087    | 98236    |         3448702 |      2155.4387
 98036    | 98236    |         3448702 |      2155.4387
 98037    | 98236    |         3448702 |      2155.4387
 98046    | 98236    |         3448702 |      2155.4387
 98026    | 98236    |         3448702 |      2155.4387
 98012    | 98236    |         3448702 |      2155.4387
 98206    | 98236    |         3448702 |      2155.4387
 98082    | 98236    |         3448702 |      2155.4387
 98464    | 99363    |         3443474 |      2152.1711
 98497    | 99363    |         3443474 |      2152.1711
 98493    | 99363    |         3443474 |      2152.1711
 98490    | 99363    |         3443474 |      2152.1711
 98466    | 99363    |         3443474 |      2152.1711
 98465    | 99363    |         3443474 |      2152.1711
 98424    | 99363    |         3443474 |      2152.1711
 98416    | 99363    |         3443474 |      2152.1711
 98421    | 99363    |         3443474 |      2152.1711
 98407    | 99363    |         3443474 |      2152.1711
 98406    | 99363    |         3443474 |      2152.1711
 98405    | 99363    |         3443474 |      2152.1711
 98404    | 99363    |         3443474 |      2152.1711
 98403    | 99363    |         3443474 |      2152.1711
 98402    | 99363    |         3443474 |      2152.1711
 98497    | 99361    |         3442802 |       2151.751
 98402    | 99361    |         3442802 |       2151.751
 98493    | 99361    |         3442802 |       2151.751
 98490    | 99361    |         3442802 |       2151.751
 98466    | 99361    |         3442802 |       2151.751
 98465    | 99361    |         3442802 |       2151.751
 98464    | 99361    |         3442802 |       2151.751
 98424    | 99361    |         3442802 |       2151.751
 98416    | 99361    |         3442802 |       2151.751
 98421    | 99361    |         3442802 |       2151.751
 98407    | 99361    |         3442802 |       2151.751
 98406    | 99361    |         3442802 |       2151.751
 98405    | 99361    |         3442802 |       2151.751
 98404    | 99361    |         3442802 |       2151.751
 98403    | 99361    |         3442802 |       2151.751
 98036    | 98260    |         3442128 |      2151.3296
 98012    | 98260    |         3442128 |      2151.3296
 98037    | 98260    |         3442128 |      2151.3296
 98046    | 98260    |         3442128 |      2151.3296
 98082    | 98260    |         3442128 |      2151.3296
 98260    | 98275    |         3442128 |      2151.3296
 98026    | 98260    |         3442128 |      2151.3296
 98020    | 98260    |         3442128 |      2151.3296
 98087    | 98260    |         3442128 |      2151.3296
 98204    | 98260    |         3442128 |      2151.3296
 98206    | 98260    |         3442128 |      2151.3296
 98465    | 99371    |         3439913 |      2149.9453
 98403    | 99371    |         3439913 |      2149.9453
 98497    | 99371    |         3439913 |      2149.9453
 98493    | 99371    |         3439913 |      2149.9453
 98490    | 99371    |         3439913 |      2149.9453
 98466    | 99371    |         3439913 |      2149.9453
 98404    | 99371    |         3439913 |      2149.9453
 98405    | 99371    |         3439913 |      2149.9453
 98406    | 99371    |         3439913 |      2149.9453
 98407    | 99371    |         3439913 |      2149.9453
 98402    | 99371    |         3439913 |      2149.9453
 98421    | 99371    |         3439913 |      2149.9453
 98416    | 99371    |         3439913 |      2149.9453
 98464    | 99371    |         3439913 |      2149.9453
 98424    | 99371    |         3439913 |      2149.9453
 98087    | 98249    |         3430453 |      2144.0327
 98249    | 98275    |         3430453 |      2144.0327
 98020    | 98249    |         3430453 |      2144.0327
 98026    | 98249    |         3430453 |      2144.0327
 98204    | 98249    |         3430453 |      2144.0327
 98012    | 98249    |         3430453 |      2144.0327
 98036    | 98249    |         3430453 |      2144.0327
 98037    | 98249    |         3430453 |      2144.0327
 98082    | 98249    |         3430453 |      2144.0327
 98206    | 98249    |         3430453 |      2144.0327
 98046    | 98249    |         3430453 |      2144.0327
 98020    | 98253    |         3422210 |      2138.8813
 98253    | 98275    |         3422210 |      2138.8813
 98026    | 98253    |         3422210 |      2138.8813
 98082    | 98253    |         3422210 |      2138.8813
 98206    | 98253    |         3422210 |      2138.8813
 98046    | 98253    |         3422210 |      2138.8813
 98204    | 98253    |         3422210 |      2138.8813
 98012    | 98253    |         3422210 |      2138.8813
 98087    | 98253    |         3422210 |      2138.8813
 98037    | 98253    |         3422210 |      2138.8813
 98036    | 98253    |         3422210 |      2138.8813
 98493    | 99362    |         3418502 |      2136.5635
 98466    | 99362    |         3418502 |      2136.5635
 98404    | 99362    |         3418502 |      2136.5635
 98403    | 99362    |         3418502 |      2136.5635
 98402    | 99362    |         3418502 |      2136.5635
 98405    | 99362    |         3418502 |      2136.5635
 98406    | 99362    |         3418502 |      2136.5635
 98407    | 99362    |         3418502 |      2136.5635
 98421    | 99362    |         3418502 |      2136.5635
 98416    | 99362    |         3418502 |      2136.5635
 98424    | 99362    |         3418502 |      2136.5635
 98464    | 99362    |         3418502 |      2136.5635
 98465    | 99362    |         3418502 |      2136.5635
 98497    | 99362    |         3418502 |      2136.5635
 98490    | 99362    |         3418502 |      2136.5635
 98082    | 98324    |         3418415 |      2136.5095
 98206    | 98324    |         3418415 |      2136.5095
 98026    | 98324    |         3418415 |      2136.5095
 98046    | 98324    |         3418415 |      2136.5095
 98036    | 98324    |         3418415 |      2136.5095
 98012    | 98324    |         3418415 |      2136.5095
 98275    | 98324    |         3418415 |      2136.5095
 98020    | 98324    |         3418415 |      2136.5095
 98087    | 98324    |         3418415 |      2136.5095
 98037    | 98324    |         3418415 |      2136.5095
 98204    | 98324    |         3418415 |      2136.5095
 98206    | 98382    |         3415922 |      2134.9512
 98087    | 98382    |         3415922 |      2134.9512
 98037    | 98382    |         3415922 |      2134.9512
 98036    | 98382    |         3415922 |      2134.9512
 98082    | 98382    |         3415922 |      2134.9512
 98026    | 98382    |         3415922 |      2134.9512
 98204    | 98382    |         3415922 |      2134.9512
 98012    | 98382    |         3415922 |      2134.9512
 98275    | 98382    |         3415922 |      2134.9512
 98020    | 98382    |         3415922 |      2134.9512
 98046    | 98382    |         3415922 |      2134.9512
 98020    | 98320    |         3410424 |      2131.5151
 98275    | 98320    |         3410424 |      2131.5151
 98204    | 98320    |         3410424 |      2131.5151
 98037    | 98320    |         3410424 |      2131.5151
 98036    | 98320    |         3410424 |      2131.5151
 98046    | 98320    |         3410424 |      2131.5151
 98206    | 98320    |         3410424 |      2131.5151
 98026    | 98320    |         3410424 |      2131.5151
 98082    | 98320    |         3410424 |      2131.5151
 98087    | 98320    |         3410424 |      2131.5151
 98012    | 98320    |         3410424 |      2131.5151
 98026    | 98239    |         3406350 |      2128.9685
 98082    | 98239    |         3406350 |      2128.9685
 98020    | 98239    |         3406350 |      2128.9685
 98046    | 98239    |         3406350 |      2128.9685
 98012    | 98239    |         3406350 |      2128.9685
 98036    | 98239    |         3406350 |      2128.9685
 98087    | 98239    |         3406350 |      2128.9685
 98204    | 98239    |         3406350 |      2128.9685
 98206    | 98239    |         3406350 |      2128.9685
 98037    | 98239    |         3406350 |      2128.9685
 98239    | 98275    |         3406350 |      2128.9685
 98403    | 99401    |         3403172 |      2126.9824
 98406    | 99401    |         3403172 |      2126.9824
 98407    | 99401    |         3403172 |      2126.9824
 98421    | 99401    |         3403172 |      2126.9824
 98416    | 99401    |         3403172 |      2126.9824
 98424    | 99401    |         3403172 |      2126.9824
 98464    | 99401    |         3403172 |      2126.9824
 98465    | 99401    |         3403172 |      2126.9824
 98466    | 99401    |         3403172 |      2126.9824
 98490    | 99401    |         3403172 |      2126.9824
 98493    | 99401    |         3403172 |      2126.9824
 98497    | 99401    |         3403172 |      2126.9824
 98404    | 99401    |         3403172 |      2126.9824
 98402    | 99401    |         3403172 |      2126.9824
 98405    | 99401    |         3403172 |      2126.9824
 98082    | 98555    |         3392757 |       2120.473
 98046    | 98555    |         3392757 |       2120.473
 98020    | 98555    |         3392757 |       2120.473
 98037    | 98555    |         3392757 |       2120.473
 98204    | 98555    |         3392757 |       2120.473
 98026    | 98555    |         3392757 |       2120.473
 98206    | 98555    |         3392757 |       2120.473
 98275    | 98555    |         3392757 |       2120.473
 98087    | 98555    |         3392757 |       2120.473
 98036    | 98555    |         3392757 |       2120.473
 98012    | 98555    |         3392757 |       2120.473
 98204    | 98368    |         3390725 |      2119.2031
 98012    | 98368    |         3390725 |      2119.2031
 98037    | 98368    |         3390725 |      2119.2031
 98036    | 98368    |         3390725 |      2119.2031
 98082    | 98368    |         3390725 |      2119.2031
 98275    | 98368    |         3390725 |      2119.2031
 98206    | 98368    |         3390725 |      2119.2031
 98046    | 98368    |         3390725 |      2119.2031
 98087    | 98368    |         3390725 |      2119.2031
 98020    | 98368    |         3390725 |      2119.2031
 98026    | 98368    |         3390725 |      2119.2031
 98020    | 98358    |         3388593 |      2117.8704
 98275    | 98358    |         3388593 |      2117.8704
 98204    | 98358    |         3388593 |      2117.8704
 98037    | 98358    |         3388593 |      2117.8704
 98036    | 98358    |         3388593 |      2117.8704
 98046    | 98358    |         3388593 |      2117.8704
 98026    | 98358    |         3388593 |      2117.8704
 98087    | 98358    |         3388593 |      2117.8704
 98082    | 98358    |         3388593 |      2117.8704
 98012    | 98358    |         3388593 |      2117.8704
 98206    | 98358    |         3388593 |      2117.8704
 98275    | 98560    |         3385422 |      2115.8887
 98037    | 98560    |         3385422 |      2115.8887
 98046    | 98560    |         3385422 |      2115.8887
 98026    | 98560    |         3385422 |      2115.8887
 98087    | 98560    |         3385422 |      2115.8887
 98206    | 98560    |         3385422 |      2115.8887
 98204    | 98560    |         3385422 |      2115.8887
 98012    | 98560    |         3385422 |      2115.8887
 98082    | 98560    |         3385422 |      2115.8887
 98036    | 98560    |         3385422 |      2115.8887
 98020    | 98560    |         3385422 |      2115.8887
 98082    | 98325    |         3384532 |      2115.3328
 98204    | 98325    |         3384532 |      2115.3328
 98087    | 98325    |         3384532 |      2115.3328
 98046    | 98325    |         3384532 |      2115.3328
 98036    | 98325    |         3384532 |      2115.3328
 98037    | 98325    |         3384532 |      2115.3328
 98012    | 98325    |         3384532 |      2115.3328
 98020    | 98325    |         3384532 |      2115.3328
 98026    | 98325    |         3384532 |      2115.3328
 98206    | 98325    |         3384532 |      2115.3328
 98275    | 98325    |         3384532 |      2115.3328
 98012    | 98278    |         3383776 |        2114.86
 98275    | 98278    |         3383776 |        2114.86
 98037    | 98277    |         3383776 |        2114.86
 98020    | 98278    |         3383776 |        2114.86
 98037    | 98278    |         3383776 |        2114.86
 98012    | 98277    |         3383776 |        2114.86
 98082    | 98278    |         3383776 |        2114.86
 98087    | 98277    |         3383776 |        2114.86
 98087    | 98278    |         3383776 |        2114.86
 98206    | 98278    |         3383776 |        2114.86
 98046    | 98278    |         3383776 |        2114.86
 98082    | 98277    |         3383776 |        2114.86
 98206    | 98277    |         3383776 |        2114.86
 98046    | 98277    |         3383776 |        2114.86
 98026    | 98278    |         3383776 |        2114.86
 98026    | 98277    |         3383776 |        2114.86
 98204    | 98278    |         3383776 |        2114.86
 98036    | 98278    |         3383776 |        2114.86
 98204    | 98277    |         3383776 |        2114.86
 98036    | 98277    |         3383776 |        2114.86
 98275    | 98277    |         3383776 |        2114.86
 98020    | 98277    |         3383776 |        2114.86
 98204    | 98339    |         3383076 |      2114.4224
 98012    | 98339    |         3383076 |      2114.4224
 98037    | 98339    |         3383076 |      2114.4224
 98087    | 98339    |         3383076 |      2114.4224
 98046    | 98339    |         3383076 |      2114.4224
 98020    | 98339    |         3383076 |      2114.4224
 98082    | 98339    |         3383076 |      2114.4224
 98275    | 98339    |         3383076 |      2114.4224
 98206    | 98339    |         3383076 |      2114.4224
 98026    | 98339    |         3383076 |      2114.4224
 98036    | 98339    |         3383076 |      2114.4224
 98020    | 98376    |         3381776 |        2113.61
 98206    | 98376    |         3381776 |        2113.61
 98037    | 98376    |         3381776 |        2113.61
 98087    | 98376    |         3381776 |        2113.61
 98275    | 98376    |         3381776 |        2113.61
 98012    | 98376    |         3381776 |        2113.61
 98204    | 98376    |         3381776 |        2113.61
 98046    | 98376    |         3381776 |        2113.61
 98026    | 98376    |         3381776 |        2113.61
 98082    | 98376    |         3381776 |        2113.61
 98036    | 98376    |         3381776 |        2113.61
 98405    | 99402    |         3377875 |       2111.172
 98402    | 99402    |         3377875 |       2111.172
 98403    | 99402    |         3377875 |       2111.172
 98404    | 99402    |         3377875 |       2111.172
 98497    | 99402    |         3377875 |       2111.172
 98406    | 99402    |         3377875 |       2111.172
 98407    | 99402    |         3377875 |       2111.172
 98421    | 99402    |         3377875 |       2111.172
 98416    | 99402    |         3377875 |       2111.172
 98424    | 99402    |         3377875 |       2111.172
 98464    | 99402    |         3377875 |       2111.172
 98465    | 99402    |         3377875 |       2111.172
 98466    | 99402    |         3377875 |       2111.172
 98490    | 99402    |         3377875 |       2111.172
 98493    | 99402    |         3377875 |       2111.172
 98020    | 98340    |         3369621 |      2106.0132
 98046    | 98340    |         3369621 |      2106.0132
 98082    | 98340    |         3369621 |      2106.0132
 98036    | 98340    |         3369621 |      2106.0132
 98206    | 98340    |         3369621 |      2106.0132
 98037    | 98340    |         3369621 |      2106.0132
 98204    | 98340    |         3369621 |      2106.0132
 98087    | 98340    |         3369621 |      2106.0132
 98012    | 98340    |         3369621 |      2106.0132
 98275    | 98340    |         3369621 |      2106.0132
 98026    | 98340    |         3369621 |      2106.0132
 98421    | 99403    |         3367631 |      2104.7695
 98402    | 99403    |         3367631 |      2104.7695
 98403    | 99403    |         3367631 |      2104.7695
 98404    | 99403    |         3367631 |      2104.7695
 98405    | 99403    |         3367631 |      2104.7695
 98406    | 99403    |         3367631 |      2104.7695
 98407    | 99403    |         3367631 |      2104.7695
 98416    | 99403    |         3367631 |      2104.7695
 98424    | 99403    |         3367631 |      2104.7695
 98464    | 99403    |         3367631 |      2104.7695
 98465    | 99403    |         3367631 |      2104.7695
 98466    | 99403    |         3367631 |      2104.7695
 98490    | 99403    |         3367631 |      2104.7695
 98493    | 99403    |         3367631 |      2104.7695
 98497    | 99403    |         3367631 |      2104.7695
 98206    | 98592    |         3365689 |      2103.5554
 98046    | 98592    |         3365689 |      2103.5554
 98020    | 98592    |         3365689 |      2103.5554
 98087    | 98592    |         3365689 |      2103.5554
 98204    | 98592    |         3365689 |      2103.5554
 98036    | 98592    |         3365689 |      2103.5554
 98037    | 98592    |         3365689 |      2103.5554
 98026    | 98592    |         3365689 |      2103.5554
 98275    | 98592    |         3365689 |      2103.5554
 98012    | 98592    |         3365689 |      2103.5554
 98082    | 98592    |         3365689 |      2103.5554
 98110    | 98206    |         3365056 |        2103.16
 98020    | 98110    |         3365056 |        2103.16
 98036    | 98110    |         3365056 |        2103.16
 98037    | 98110    |         3365056 |        2103.16
 98082    | 98110    |         3365056 |        2103.16
 98012    | 98110    |         3365056 |        2103.16
 98110    | 98204    |         3365056 |        2103.16
 98046    | 98110    |         3365056 |        2103.16
 98087    | 98110    |         3365056 |        2103.16
 98110    | 98275    |         3365056 |        2103.16
 98026    | 98110    |         3365056 |        2103.16
 98206    | 98365    |         3364125 |       2102.578
 98020    | 98365    |         3364125 |       2102.578
 98037    | 98365    |         3364125 |       2102.578
 98046    | 98365    |         3364125 |       2102.578
 98012    | 98365    |         3364125 |       2102.578
 98082    | 98365    |         3364125 |       2102.578
 98026    | 98365    |         3364125 |       2102.578
 98087    | 98365    |         3364125 |       2102.578
 98204    | 98365    |         3364125 |       2102.578
 98275    | 98365    |         3364125 |       2102.578
 98036    | 98365    |         3364125 |       2102.578
 98071    | 99363    |         3363533 |      2102.2078
 98092    | 99363    |         3363533 |      2102.2078
 98002    | 99363    |         3363533 |      2102.2078
 98042    | 99363    |         3363533 |      2102.2078
 98002    | 99361    |         3362860 |      2101.7876
 98071    | 99361    |         3362860 |      2101.7876
 98092    | 99361    |         3362860 |      2101.7876
 98042    | 99361    |         3362860 |      2101.7876
 98061    | 98082    |         3362651 |      2101.6565
 98061    | 98087    |         3362651 |      2101.6565
 98046    | 98061    |         3362651 |      2101.6565
 98012    | 98061    |         3362651 |      2101.6565
 98037    | 98061    |         3362651 |      2101.6565
 98036    | 98061    |         3362651 |      2101.6565
 98020    | 98061    |         3362651 |      2101.6565
 98026    | 98061    |         3362651 |      2101.6565
 98061    | 98206    |         3362651 |      2101.6565
 98061    | 98275    |         3362651 |      2101.6565
 98061    | 98204    |         3362651 |      2101.6565
 98046    | 98346    |         3360855 |      2100.5342
 98020    | 98346    |         3360855 |      2100.5342
 98206    | 98346    |         3360855 |      2100.5342
 98037    | 98346    |         3360855 |      2100.5342
 98036    | 98346    |         3360855 |      2100.5342
 98204    | 98346    |         3360855 |      2100.5342
 98012    | 98346    |         3360855 |      2100.5342
 98087    | 98346    |         3360855 |      2100.5342
 98082    | 98346    |         3360855 |      2100.5342
 98026    | 98346    |         3360855 |      2100.5342
 98275    | 98346    |         3360855 |      2100.5342
 98036    | 98342    |         3359079 |      2099.4246
 98012    | 98342    |         3359079 |      2099.4246
 98206    | 98342    |         3359079 |      2099.4246
 98082    | 98342    |         3359079 |      2099.4246
 98026    | 98342    |         3359079 |      2099.4246
 98087    | 98342    |         3359079 |      2099.4246
 98204    | 98342    |         3359079 |      2099.4246
 98020    | 98342    |         3359079 |      2099.4246
 98037    | 98342    |         3359079 |      2099.4246
 98275    | 98342    |         3359079 |      2099.4246
 98046    | 98342    |         3359079 |      2099.4246
 98087    | 98364    |         3356500 |      2097.8125
 98046    | 98364    |         3356500 |      2097.8125
 98012    | 98364    |         3356500 |      2097.8125
 98275    | 98364    |         3356500 |      2097.8125
 98036    | 98364    |         3356500 |      2097.8125
 98206    | 98364    |         3356500 |      2097.8125
 98037    | 98364    |         3356500 |      2097.8125
 98204    | 98364    |         3356500 |      2097.8125
 98026    | 98364    |         3356500 |      2097.8125
 98020    | 98364    |         3356500 |      2097.8125
 98082    | 98364    |         3356500 |      2097.8125
 98036    | 98392    |         3355570 |       2097.231
 98037    | 98392    |         3355570 |       2097.231
 98082    | 98392    |         3355570 |       2097.231
 98275    | 98392    |         3355570 |       2097.231
 98206    | 98392    |         3355570 |       2097.231
 98204    | 98392    |         3355570 |       2097.231
 98026    | 98392    |         3355570 |       2097.231
 98046    | 98392    |         3355570 |       2097.231
 98012    | 98392    |         3355570 |       2097.231
 98087    | 98392    |         3355570 |       2097.231
 98020    | 98392    |         3355570 |       2097.231
 98020    | 98584    |         3353238 |      2095.7734
 98275    | 98584    |         3353238 |      2095.7734
 98046    | 98584    |         3353238 |      2095.7734
 98037    | 98584    |         3353238 |      2095.7734
 98204    | 98584    |         3353238 |      2095.7734
 98206    | 98584    |         3353238 |      2095.7734
 98012    | 98584    |         3353238 |      2095.7734
 98082    | 98584    |         3353238 |      2095.7734
 98087    | 98584    |         3353238 |      2095.7734
 98036    | 98584    |         3353238 |      2095.7734
 98026    | 98584    |         3353238 |      2095.7734
 98087    | 98588    |         3347174 |       2091.984
 98082    | 98588    |         3347174 |       2091.984
 98206    | 98588    |         3347174 |       2091.984
 98046    | 98588    |         3347174 |       2091.984
 98204    | 98588    |         3347174 |       2091.984
 98012    | 98588    |         3347174 |       2091.984
 98026    | 98588    |         3347174 |       2091.984
 98275    | 98588    |         3347174 |       2091.984
 98037    | 98588    |         3347174 |       2091.984
 98020    | 98588    |         3347174 |       2091.984
 98036    | 98588    |         3347174 |       2091.984
 98020    | 98380    |         3346596 |       2091.622
 98037    | 98380    |         3346596 |       2091.622
 98012    | 98380    |         3346596 |       2091.622
 98036    | 98380    |         3346596 |       2091.622
 98082    | 98380    |         3346596 |       2091.622
 98087    | 98380    |         3346596 |       2091.622
 98206    | 98380    |         3346596 |       2091.622
 98204    | 98380    |         3346596 |       2091.622
 98275    | 98380    |         3346596 |       2091.622
 98046    | 98380    |         3346596 |       2091.622
 98026    | 98380    |         3346596 |       2091.622
 98275    | 98370    |         3346583 |      2091.6145
 98204    | 98370    |         3346583 |      2091.6145
 98206    | 98370    |         3346583 |      2091.6145
 98087    | 98370    |         3346583 |      2091.6145
 98012    | 98370    |         3346583 |      2091.6145
 98036    | 98370    |         3346583 |      2091.6145
 98037    | 98370    |         3346583 |      2091.6145
 98082    | 98370    |         3346583 |      2091.6145
 98020    | 98370    |         3346583 |      2091.6145
 98046    | 98370    |         3346583 |      2091.6145
 98026    | 98370    |         3346583 |      2091.6145
 98020    | 98345    |         3342238 |      2088.8987
 98046    | 98345    |         3342238 |      2088.8987
 98026    | 98345    |         3342238 |      2088.8987
 98206    | 98345    |         3342238 |      2088.8987
 98082    | 98345    |         3342238 |      2088.8987
 98204    | 98345    |         3342238 |      2088.8987
 98012    | 98345    |         3342238 |      2088.8987
 98036    | 98345    |         3342238 |      2088.8987
 98037    | 98345    |         3342238 |      2088.8987
 98087    | 98345    |         3342238 |      2088.8987
 98275    | 98345    |         3342238 |      2088.8987
 98204    | 98528    |         3342151 |      2088.8445
 98087    | 98528    |         3342151 |      2088.8445
 98206    | 98528    |         3342151 |      2088.8445
 98082    | 98528    |         3342151 |      2088.8445
 98026    | 98528    |         3342151 |      2088.8445
 98020    | 98528    |         3342151 |      2088.8445
 98036    | 98528    |         3342151 |      2088.8445
 98275    | 98528    |         3342151 |      2088.8445
 98046    | 98528    |         3342151 |      2088.8445
 98037    | 98528    |         3342151 |      2088.8445
 98012    | 98528    |         3342151 |      2088.8445
 98012    | 98383    |         3340162 |      2087.6013
 98036    | 98315    |         3340162 |      2087.6013
 98037    | 98383    |         3340162 |      2087.6013
 98036    | 98383    |         3340162 |      2087.6013
 98204    | 98315    |         3340162 |      2087.6013
 98087    | 98383    |         3340162 |      2087.6013
 98046    | 98315    |         3340162 |      2087.6013
 98204    | 98383    |         3340162 |      2087.6013
 98012    | 98315    |         3340162 |      2087.6013
 98206    | 98315    |         3340162 |      2087.6013
 98082    | 98315    |         3340162 |      2087.6013
 98046    | 98383    |         3340162 |      2087.6013
 98206    | 98383    |         3340162 |      2087.6013
 98082    | 98383    |         3340162 |      2087.6013
 98020    | 98315    |         3340162 |      2087.6013
 98020    | 98383    |         3340162 |      2087.6013
 98026    | 98383    |         3340162 |      2087.6013
 98275    | 98383    |         3340162 |      2087.6013
 98037    | 98315    |         3340162 |      2087.6013
 98275    | 98315    |         3340162 |      2087.6013
 98026    | 98315    |         3340162 |      2087.6013
 98087    | 98315    |         3340162 |      2087.6013
 98026    | 98311    |         3338732 |      2086.7078
 98204    | 98311    |         3338732 |      2086.7078
 98082    | 98311    |         3338732 |      2086.7078
 98020    | 98311    |         3338732 |      2086.7078
 98036    | 98311    |         3338732 |      2086.7078
 98087    | 98311    |         3338732 |      2086.7078
 98275    | 98311    |         3338732 |      2086.7078
 98037    | 98311    |         3338732 |      2086.7078
 98046    | 98311    |         3338732 |      2086.7078
 98012    | 98311    |         3338732 |      2086.7078
 98206    | 98311    |         3338732 |      2086.7078
 98002    | 99362    |         3338560 |         2086.6
 98042    | 99362    |         3338560 |         2086.6
 98071    | 99362    |         3338560 |         2086.6
 98092    | 99362    |         3338560 |         2086.6
 98275    | 98353    |         3335324 |      2084.5771
 98037    | 98353    |         3335324 |      2084.5771
 98036    | 98353    |         3335324 |      2084.5771
 98204    | 98353    |         3335324 |      2084.5771
 98020    | 98353    |         3335324 |      2084.5771
 98026    | 98353    |         3335324 |      2084.5771
 98087    | 98353    |         3335324 |      2084.5771
 98046    | 98353    |         3335324 |      2084.5771
 98012    | 98353    |         3335324 |      2084.5771
 98206    | 98353    |         3335324 |      2084.5771
 98082    | 98353    |         3335324 |      2084.5771
 98206    | 98546    |         3332717 |      2082.9482
 98012    | 98546    |         3332717 |      2082.9482
 98275    | 98546    |         3332717 |      2082.9482
 98204    | 98546    |         3332717 |      2082.9482
 98087    | 98546    |         3332717 |      2082.9482
 98082    | 98546    |         3332717 |      2082.9482
 98037    | 98546    |         3332717 |      2082.9482
 98036    | 98546    |         3332717 |      2082.9482
 98026    | 98546    |         3332717 |      2082.9482
 98020    | 98546    |         3332717 |      2082.9482
 98046    | 98546    |         3332717 |      2082.9482
 98087    | 98393    |         3327620 |      2079.7622
 98037    | 98393    |         3327620 |      2079.7622
 98020    | 98393    |         3327620 |      2079.7622
 98036    | 98393    |         3327620 |      2079.7622
 98204    | 98393    |         3327620 |      2079.7622
 98275    | 98393    |         3327620 |      2079.7622
 98012    | 98393    |         3327620 |      2079.7622
 98026    | 98393    |         3327620 |      2079.7622
 98046    | 98393    |         3327620 |      2079.7622
 98206    | 98393    |         3327620 |      2079.7622
 98082    | 98393    |         3327620 |      2079.7622
 98206    | 98310    |         3324716 |      2077.9475
 98087    | 98310    |         3324716 |      2077.9475
 98036    | 98310    |         3324716 |      2077.9475
 98275    | 98310    |         3324716 |      2077.9475
 98082    | 98310    |         3324716 |      2077.9475
 98037    | 98310    |         3324716 |      2077.9475
 98012    | 98310    |         3324716 |      2077.9475
 98020    | 98310    |         3324716 |      2077.9475
