 zip_pick | zip_drop | distance_meters | distance_miles 
----------+----------+-----------------+----------------
 98041    | 98331    |         4982833 |      3114.2703
 98021    | 98331    |         4982833 |      3114.2703
 98011    | 98331    |         4982833 |      3114.2703
 98021    | 98357    |         4980858 |       3113.036
 98041    | 98357    |         4980858 |       3113.036
 98011    | 98357    |         4980858 |       3113.036
 98001    | 98331    |         4976903 |      3110.5645
 98093    | 98331    |         4976903 |      3110.5645
 98063    | 98331    |         4976903 |      3110.5645
 98023    | 98331    |         4976903 |      3110.5645
 98003    | 98331    |         4976903 |      3110.5645
 98063    | 98357    |         4974927 |      3109.3293
 98001    | 98357    |         4974927 |      3109.3293
 98003    | 98357    |         4974927 |      3109.3293
 98023    | 98357    |         4974927 |      3109.3293
 98093    | 98357    |         4974927 |      3109.3293
 98041    | 98350    |         4969310 |      3105.8188
 98021    | 98350    |         4969310 |      3105.8188
 98011    | 98350    |         4969310 |      3105.8188
 98083    | 98331    |         4965606 |      3103.5037
 98034    | 98331    |         4965606 |      3103.5037
 98033    | 98331    |         4965606 |      3103.5037
 98083    | 98357    |         4963631 |      3102.2693
 98034    | 98357    |         4963631 |      3102.2693
 98033    | 98357    |         4963631 |      3102.2693
 98093    | 98350    |         4963381 |      3102.1128
 98003    | 98350    |         4963381 |      3102.1128
 98001    | 98350    |         4963381 |      3102.1128
 98023    | 98350    |         4963381 |      3102.1128
 98063    | 98350    |         4963381 |      3102.1128
 98041    | 98326    |         4959431 |      3099.6443
 98011    | 98326    |         4959431 |      3099.6443
 98021    | 98326    |         4959431 |      3099.6443
 98041    | 98381    |         4959220 |      3099.5125
 98011    | 98381    |         4959220 |      3099.5125
 98021    | 98381    |         4959220 |      3099.5125
 98001    | 98326    |         4953502 |      3095.9385
 98093    | 98326    |         4953502 |      3095.9385
 98063    | 98326    |         4953502 |      3095.9385
 98003    | 98326    |         4953502 |      3095.9385
 98023    | 98326    |         4953502 |      3095.9385
 98063    | 98381    |         4953290 |      3095.8062
 98093    | 98381    |         4953290 |      3095.8062
 98001    | 98381    |         4953290 |      3095.8062
 98003    | 98381    |         4953290 |      3095.8062
 98023    | 98381    |         4953290 |      3095.8062
 98034    | 98350    |         4952084 |      3095.0525
 98033    | 98350    |         4952084 |      3095.0525
 98083    | 98350    |         4952084 |      3095.0525
 98034    | 98326    |         4942205 |      3088.8782
 98033    | 98326    |         4942205 |      3088.8782
 98083    | 98326    |         4942205 |      3088.8782
 98083    | 98381    |         4941994 |      3088.7458
 98034    | 98381    |         4941994 |      3088.7458
 98033    | 98381    |         4941994 |      3088.7458
 98021    | 98363    |         4908887 |      3068.0544
 98041    | 98362    |         4908887 |      3068.0544
 98011    | 98362    |         4908887 |      3068.0544
 98011    | 98363    |         4908887 |      3068.0544
 98041    | 98363    |         4908887 |      3068.0544
 98021    | 98362    |         4908887 |      3068.0544
 98001    | 98362    |         4902957 |      3064.3481
 98001    | 98363    |         4902957 |      3064.3481
 98003    | 98362    |         4902957 |      3064.3481
 98023    | 98362    |         4902957 |      3064.3481
 98063    | 98362    |         4902957 |      3064.3481
 98093    | 98363    |         4902957 |      3064.3481
 98063    | 98363    |         4902957 |      3064.3481
 98023    | 98363    |         4902957 |      3064.3481
 98093    | 98362    |         4902957 |      3064.3481
 98003    | 98363    |         4902957 |      3064.3481
 98034    | 98362    |         4891661 |      3057.2878
 98083    | 98362    |         4891661 |      3057.2878
 98083    | 98363    |         4891661 |      3057.2878
 98034    | 98363    |         4891661 |      3057.2878
 98033    | 98362    |         4891661 |      3057.2878
 98033    | 98363    |         4891661 |      3057.2878
 98011    | 98343    |         4884365 |       3052.728
 98041    | 98343    |         4884365 |       3052.728
 98021    | 98343    |         4884365 |       3052.728
 98011    | 98548    |         4881465 |      3050.9153
 98041    | 98548    |         4881465 |      3050.9153
 98021    | 98548    |         4881465 |      3050.9153
 98023    | 98343    |         4878435 |       3049.022
 98063    | 98343    |         4878435 |       3049.022
 98001    | 98343    |         4878435 |       3049.022
 98003    | 98343    |         4878435 |       3049.022
 98093    | 98343    |         4878435 |       3049.022
 98003    | 98548    |         4875534 |      3047.2087
 98093    | 98548    |         4875534 |      3047.2087
 98063    | 98548    |         4875534 |      3047.2087
 98023    | 98548    |         4875534 |      3047.2087
 98001    | 98548    |         4875534 |      3047.2087
 98083    | 98343    |         4867139 |      3041.9617
 98033    | 98343    |         4867139 |      3041.9617
 98034    | 98343    |         4867139 |      3041.9617
 98063    | 98236    |         4864404 |      3040.2522
 98003    | 98236    |         4864404 |      3040.2522
 98023    | 98236    |         4864404 |      3040.2522
 98001    | 98236    |         4864404 |      3040.2522
 98093    | 98236    |         4864404 |      3040.2522
 98034    | 98548    |         4864238 |      3040.1487
 98033    | 98548    |         4864238 |      3040.1487
 98083    | 98548    |         4864238 |      3040.1487
 98041    | 98260    |         4863759 |      3039.8494
 98021    | 98260    |         4863759 |      3039.8494
 98011    | 98260    |         4863759 |      3039.8494
 98093    | 98260    |         4857829 |      3036.1428
 98003    | 98260    |         4857829 |      3036.1428
 98001    | 98260    |         4857829 |      3036.1428
 98063    | 98260    |         4857829 |      3036.1428
 98023    | 98260    |         4857829 |      3036.1428
 98033    | 98236    |         4853107 |       3033.192
 98034    | 98236    |         4853107 |       3033.192
 98083    | 98236    |         4853107 |       3033.192
 98011    | 98249    |         4852084 |      3032.5522
 98021    | 98249    |         4852084 |      3032.5522
 98041    | 98249    |         4852084 |      3032.5522
 98083    | 98260    |         4846532 |      3029.0825
 98033    | 98260    |         4846532 |      3029.0825
 98034    | 98260    |         4846532 |      3029.0825
 98063    | 98249    |         4846154 |       3028.846
 98023    | 98249    |         4846154 |       3028.846
 98003    | 98249    |         4846154 |       3028.846
 98093    | 98249    |         4846154 |       3028.846
 98001    | 98249    |         4846154 |       3028.846
 98041    | 98253    |         4843841 |      3027.4006
 98011    | 98253    |         4843841 |      3027.4006
 98021    | 98253    |         4843841 |      3027.4006
 98041    | 98324    |         4840047 |       3025.029
 98011    | 98324    |         4840047 |       3025.029
 98021    | 98324    |         4840047 |       3025.029
 98093    | 98253    |         4837911 |      3023.6943
 98003    | 98253    |         4837911 |      3023.6943
 98001    | 98253    |         4837911 |      3023.6943
 98063    | 98253    |         4837911 |      3023.6943
 98023    | 98253    |         4837911 |      3023.6943
 98041    | 98382    |         4837553 |      3023.4702
 98021    | 98382    |         4837553 |      3023.4702
 98011    | 98382    |         4837553 |      3023.4702
 98034    | 98249    |         4834857 |      3021.7856
 98033    | 98249    |         4834857 |      3021.7856
 98083    | 98249    |         4834857 |      3021.7856
 98093    | 98324    |         4834116 |      3021.3225
 98063    | 98324    |         4834116 |      3021.3225
 98023    | 98324    |         4834116 |      3021.3225
 98001    | 98324    |         4834116 |      3021.3225
 98003    | 98324    |         4834116 |      3021.3225
 98041    | 98320    |         4832055 |      3020.0344
 98021    | 98320    |         4832055 |      3020.0344
 98011    | 98320    |         4832055 |      3020.0344
 98093    | 98382    |         4831623 |      3019.7642
 98003    | 98382    |         4831623 |      3019.7642
 98063    | 98382    |         4831623 |      3019.7642
 98001    | 98382    |         4831623 |      3019.7642
 98023    | 98382    |         4831623 |      3019.7642
 98011    | 98239    |         4827981 |       3017.488
 98021    | 98239    |         4827981 |       3017.488
 98041    | 98239    |         4827981 |       3017.488
 98034    | 98253    |         4826615 |       3016.634
 98083    | 98253    |         4826615 |       3016.634
 98033    | 98253    |         4826615 |       3016.634
 98001    | 98320    |         4826125 |      3016.3281
 98063    | 98320    |         4826125 |      3016.3281
 98093    | 98320    |         4826125 |      3016.3281
 98003    | 98320    |         4826125 |      3016.3281
 98023    | 98320    |         4826125 |      3016.3281
 98033    | 98324    |         4822820 |      3014.2625
 98083    | 98324    |         4822820 |      3014.2625
 98034    | 98324    |         4822820 |      3014.2625
 98063    | 98239    |         4822051 |       3013.782
 98023    | 98239    |         4822051 |       3013.782
 98001    | 98239    |         4822051 |       3013.782
 98003    | 98239    |         4822051 |       3013.782
 98093    | 98239    |         4822051 |       3013.782
 98083    | 98382    |         4820326 |      3012.7039
 98034    | 98382    |         4820326 |      3012.7039
 98033    | 98382    |         4820326 |      3012.7039
 98034    | 98320    |         4814829 |      3009.2678
 98083    | 98320    |         4814829 |      3009.2678
 98033    | 98320    |         4814829 |      3009.2678
 98021    | 98555    |         4814388 |      3008.9922
 98011    | 98555    |         4814388 |      3008.9922
 98041    | 98555    |         4814388 |      3008.9922
 98011    | 98368    |         4812357 |       3007.723
 98021    | 98368    |         4812357 |       3007.723
 98041    | 98368    |         4812357 |       3007.723
 98034    | 98239    |         4810755 |      3006.7217
 98083    | 98239    |         4810755 |      3006.7217
 98033    | 98239    |         4810755 |      3006.7217
 98011    | 98358    |         4810224 |      3006.3896
 98021    | 98358    |         4810224 |      3006.3896
 98041    | 98358    |         4810224 |      3006.3896
 98003    | 98555    |         4808458 |      3005.2861
 98023    | 98555    |         4808458 |      3005.2861
 98093    | 98555    |         4808458 |      3005.2861
 98063    | 98555    |         4808458 |      3005.2861
 98001    | 98555    |         4808458 |      3005.2861
 98011    | 98560    |         4807053 |      3004.4082
 98041    | 98560    |         4807053 |      3004.4082
 98021    | 98560    |         4807053 |      3004.4082
 98063    | 98368    |         4806427 |      3004.0166
 98001    | 98368    |         4806427 |      3004.0166
 98023    | 98368    |         4806427 |      3004.0166
 98093    | 98368    |         4806427 |      3004.0166
 98003    | 98368    |         4806427 |      3004.0166
 98021    | 98325    |         4806163 |      3003.8518
 98041    | 98325    |         4806163 |      3003.8518
 98011    | 98325    |         4806163 |      3003.8518
 98021    | 98277    |         4805407 |      3003.3792
 98021    | 98278    |         4805407 |      3003.3792
 98011    | 98278    |         4805407 |      3003.3792
 98041    | 98278    |         4805407 |      3003.3792
 98041    | 98277    |         4805407 |      3003.3792
 98011    | 98277    |         4805407 |      3003.3792
 98021    | 98339    |         4804707 |      3002.9417
 98041    | 98339    |         4804707 |      3002.9417
 98011    | 98339    |         4804707 |      3002.9417
 98023    | 98358    |         4804294 |      3002.6838
 98063    | 98358    |         4804294 |      3002.6838
 98001    | 98358    |         4804294 |      3002.6838
 98093    | 98358    |         4804294 |      3002.6838
 98003    | 98358    |         4804294 |      3002.6838
 98041    | 98376    |         4803407 |      3002.1294
 98011    | 98376    |         4803407 |      3002.1294
 98021    | 98376    |         4803407 |      3002.1294
 98003    | 98560    |         4801124 |      3000.7021
 98001    | 98560    |         4801124 |      3000.7021
 98063    | 98560    |         4801124 |      3000.7021
 98093    | 98560    |         4801124 |      3000.7021
 98023    | 98560    |         4801124 |      3000.7021
 98001    | 98325    |         4800234 |       3000.146
 98063    | 98325    |         4800234 |       3000.146
 98023    | 98325    |         4800234 |       3000.146
 98003    | 98325    |         4800234 |       3000.146
 98093    | 98325    |         4800234 |       3000.146
 98001    | 98277    |         4799477 |       2999.673
 98093    | 98277    |         4799477 |       2999.673
 98023    | 98278    |         4799477 |       2999.673
 98001    | 98278    |         4799477 |       2999.673
 98003    | 98278    |         4799477 |       2999.673
 98093    | 98278    |         4799477 |       2999.673
 98063    | 98277    |         4799477 |       2999.673
 98063    | 98278    |         4799477 |       2999.673
 98023    | 98277    |         4799477 |       2999.673
 98003    | 98277    |         4799477 |       2999.673
 98063    | 98339    |         4798777 |      2999.2354
 98093    | 98339    |         4798777 |      2999.2354
 98023    | 98339    |         4798777 |      2999.2354
 98001    | 98339    |         4798777 |      2999.2354
 98003    | 98339    |         4798777 |      2999.2354
 98063    | 98376    |         4797477 |       2998.423
 98023    | 98376    |         4797477 |       2998.423
 98093    | 98376    |         4797477 |       2998.423
 98003    | 98376    |         4797477 |       2998.423
 98001    | 98376    |         4797477 |       2998.423
 98033    | 98555    |         4797161 |      2998.2256
 98034    | 98555    |         4797161 |      2998.2256
 98083    | 98555    |         4797161 |      2998.2256
 98034    | 98368    |         4795130 |      2996.9563
 98033    | 98368    |         4795130 |      2996.9563
 98083    | 98368    |         4795130 |      2996.9563
 98034    | 98358    |         4792998 |      2995.6235
 98033    | 98358    |         4792998 |      2995.6235
 98083    | 98358    |         4792998 |      2995.6235
 98021    | 98340    |         4791252 |      2994.5325
 98011    | 98340    |         4791252 |      2994.5325
 98041    | 98340    |         4791252 |      2994.5325
 98034    | 98560    |         4789827 |      2993.6418
 98033    | 98560    |         4789827 |      2993.6418
 98083    | 98560    |         4789827 |      2993.6418
 98083    | 98325    |         4788937 |      2993.0857
 98034    | 98325    |         4788937 |      2993.0857
 98033    | 98325    |         4788937 |      2993.0857
 98033    | 98278    |         4788181 |      2992.6128
 98033    | 98277    |         4788181 |      2992.6128
 98083    | 98277    |         4788181 |      2992.6128
 98034    | 98278    |         4788181 |      2992.6128
 98034    | 98277    |         4788181 |      2992.6128
 98083    | 98278    |         4788181 |      2992.6128
 98033    | 98339    |         4787480 |       2992.175
 98083    | 98339    |         4787480 |       2992.175
 98034    | 98339    |         4787480 |       2992.175
 98011    | 98592    |         4787320 |      2992.0747
 98041    | 98592    |         4787320 |      2992.0747
 98021    | 98592    |         4787320 |      2992.0747
 98021    | 98110    |         4786687 |      2991.6794
 98011    | 98110    |         4786687 |      2991.6794
 98041    | 98110    |         4786687 |      2991.6794
 98083    | 98376    |         4786181 |      2991.3628
 98034    | 98376    |         4786181 |      2991.3628
 98033    | 98376    |         4786181 |      2991.3628
 98011    | 98365    |         4785756 |      2991.0974
 98021    | 98365    |         4785756 |      2991.0974
 98041    | 98365    |         4785756 |      2991.0974
 98001    | 98340    |         4785322 |      2990.8262
 98023    | 98340    |         4785322 |      2990.8262
 98093    | 98340    |         4785322 |      2990.8262
 98003    | 98340    |         4785322 |      2990.8262
 98063    | 98340    |         4785322 |      2990.8262
 98041    | 98061    |         4784281 |      2990.1755
 98011    | 98061    |         4784281 |      2990.1755
 98021    | 98061    |         4784281 |      2990.1755
 98041    | 98346    |         4782486 |      2989.0535
 98011    | 98346    |         4782486 |      2989.0535
 98021    | 98346    |         4782486 |      2989.0535
 98001    | 98592    |         4781390 |      2988.3684
 98023    | 98592    |         4781390 |      2988.3684
 98063    | 98592    |         4781390 |      2988.3684
 98093    | 98592    |         4781390 |      2988.3684
 98003    | 98592    |         4781390 |      2988.3684
 98063    | 98110    |         4780757 |      2987.9731
 98093    | 98110    |         4780757 |      2987.9731
 98023    | 98110    |         4780757 |      2987.9731
 98003    | 98110    |         4780757 |      2987.9731
 98001    | 98110    |         4780757 |      2987.9731
 98021    | 98342    |         4780711 |       2987.944
 98011    | 98342    |         4780711 |       2987.944
 98041    | 98342    |         4780711 |       2987.944
 98063    | 98365    |         4779826 |      2987.3909
 98093    | 98365    |         4779826 |      2987.3909
 98003    | 98365    |         4779826 |      2987.3909
 98001    | 98365    |         4779826 |      2987.3909
 98023    | 98365    |         4779826 |      2987.3909
 98061    | 98063    |         4778352 |      2986.4697
 98061    | 98093    |         4778352 |      2986.4697
 98001    | 98061    |         4778352 |      2986.4697
 98003    | 98061    |         4778352 |      2986.4697
 98023    | 98061    |         4778352 |      2986.4697
 98021    | 98364    |         4778131 |      2986.3315
 98011    | 98364    |         4778131 |      2986.3315
 98041    | 98364    |         4778131 |      2986.3315
 98041    | 98392    |         4777201 |      2985.7502
 98021    | 98392    |         4777201 |      2985.7502
 98011    | 98392    |         4777201 |      2985.7502
 98001    | 98346    |         4776555 |       2985.347
 98093    | 98346    |         4776555 |       2985.347
 98063    | 98346    |         4776555 |       2985.347
 98003    | 98346    |         4776555 |       2985.347
 98023    | 98346    |         4776555 |       2985.347
 98011    | 98584    |         4774869 |      2984.2927
 98021    | 98584    |         4774869 |      2984.2927
 98041    | 98584    |         4774869 |      2984.2927
 98093    | 98342    |         4774781 |      2984.2378
 98003    | 98342    |         4774781 |      2984.2378
 98001    | 98342    |         4774781 |      2984.2378
 98023    | 98342    |         4774781 |      2984.2378
 98063    | 98342    |         4774781 |      2984.2378
 98083    | 98340    |         4774026 |      2983.7659
 98034    | 98340    |         4774026 |      2983.7659
 98033    | 98340    |         4774026 |      2983.7659
 98063    | 98364    |         4772201 |      2982.6252
 98023    | 98364    |         4772201 |      2982.6252
 98003    | 98364    |         4772201 |      2982.6252
 98093    | 98364    |         4772201 |      2982.6252
 98001    | 98364    |         4772201 |      2982.6252
 98093    | 98392    |         4771271 |       2982.044
 98023    | 98392    |         4771271 |       2982.044
 98001    | 98392    |         4771271 |       2982.044
 98003    | 98392    |         4771271 |       2982.044
 98063    | 98392    |         4771271 |       2982.044
 98033    | 98592    |         4770094 |      2981.3083
 98083    | 98592    |         4770094 |      2981.3083
 98034    | 98592    |         4770094 |      2981.3083
 98034    | 98110    |         4769461 |      2980.9128
 98083    | 98110    |         4769461 |      2980.9128
 98033    | 98110    |         4769461 |      2980.9128
 98063    | 98584    |         4768939 |      2980.5867
 98003    | 98584    |         4768939 |      2980.5867
 98093    | 98584    |         4768939 |      2980.5867
 98001    | 98584    |         4768939 |      2980.5867
 98023    | 98584    |         4768939 |      2980.5867
 98041    | 98588    |         4768805 |      2980.5032
 98021    | 98588    |         4768805 |      2980.5032
 98011    | 98588    |         4768805 |      2980.5032
 98033    | 98365    |         4768530 |       2980.331
 98083    | 98365    |         4768530 |       2980.331
 98034    | 98365    |         4768530 |       2980.331
 98021    | 98380    |         4768227 |      2980.1416
 98041    | 98380    |         4768227 |      2980.1416
 98011    | 98380    |         4768227 |      2980.1416
 98021    | 98370    |         4768214 |      2980.1338
 98011    | 98370    |         4768214 |      2980.1338
 98041    | 98370    |         4768214 |      2980.1338
 98061    | 98083    |         4767055 |      2979.4092
 98033    | 98061    |         4767055 |      2979.4092
 98034    | 98061    |         4767055 |      2979.4092
 98083    | 98346    |         4765259 |      2978.2869
 98034    | 98346    |         4765259 |      2978.2869
 98033    | 98346    |         4765259 |      2978.2869
 98041    | 98345    |         4763869 |      2977.4177
 98021    | 98345    |         4763869 |      2977.4177
 98011    | 98345    |         4763869 |      2977.4177
 98021    | 98528    |         4763782 |      2977.3638
 98041    | 98528    |         4763782 |      2977.3638
 98011    | 98528    |         4763782 |      2977.3638
 98083    | 98342    |         4763484 |      2977.1775
 98033    | 98342    |         4763484 |      2977.1775
 98034    | 98342    |         4763484 |      2977.1775
 98063    | 98588    |         4762876 |       2976.797
 98023    | 98588    |         4762876 |       2976.797
 98001    | 98588    |         4762876 |       2976.797
 98003    | 98588    |         4762876 |       2976.797
 98093    | 98588    |         4762876 |       2976.797
 98023    | 98380    |         4762297 |      2976.4353
 98001    | 98380    |         4762297 |      2976.4353
 98003    | 98380    |         4762297 |      2976.4353
 98063    | 98380    |         4762297 |      2976.4353
 98093    | 98380    |         4762297 |      2976.4353
 98001    | 98370    |         4762284 |      2976.4275
 98023    | 98370    |         4762284 |      2976.4275
 98063    | 98370    |         4762284 |      2976.4275
 98093    | 98370    |         4762284 |      2976.4275
 98003    | 98370    |         4762284 |      2976.4275
 98041    | 98383    |         4761793 |      2976.1206
 98011    | 98383    |         4761793 |      2976.1206
 98021    | 98383    |         4761793 |      2976.1206
 98011    | 98315    |         4761793 |      2976.1206
 98021    | 98315    |         4761793 |      2976.1206
 98041    | 98315    |         4761793 |      2976.1206
 98034    | 98364    |         4760905 |      2975.5654
 98033    | 98364    |         4760905 |      2975.5654
 98083    | 98364    |         4760905 |      2975.5654
 98041    | 98311    |         4760364 |      2975.2273
 98021    | 98311    |         4760364 |      2975.2273
 98011    | 98311    |         4760364 |      2975.2273
 98083    | 98392    |         4759974 |      2974.9836
 98033    | 98392    |         4759974 |      2974.9836
 98034    | 98392    |         4759974 |      2974.9836
 98023    | 98345    |         4757939 |      2973.7117
 98063    | 98345    |         4757939 |      2973.7117
 98093    | 98345    |         4757939 |      2973.7117
 98003    | 98345    |         4757939 |      2973.7117
 98001    | 98345    |         4757939 |      2973.7117
 98093    | 98528    |         4757852 |      2973.6575
 98063    | 98528    |         4757852 |      2973.6575
 98003    | 98528    |         4757852 |      2973.6575
 98023    | 98528    |         4757852 |      2973.6575
 98001    | 98528    |         4757852 |      2973.6575
 98034    | 98584    |         4757642 |      2973.5264
 98033    | 98584    |         4757642 |      2973.5264
 98083    | 98584    |         4757642 |      2973.5264
 98011    | 98353    |         4756954 |      2973.0962
 98041    | 98353    |         4756954 |      2973.0962
 98021    | 98353    |         4756954 |      2973.0962
 98023    | 98383    |         4755863 |      2972.4143
 98093    | 98383    |         4755863 |      2972.4143
 98001    | 98315    |         4755863 |      2972.4143
 98023    | 98315    |         4755863 |      2972.4143
 98001    | 98383    |         4755863 |      2972.4143
 98003    | 98383    |         4755863 |      2972.4143
 98063    | 98315    |         4755863 |      2972.4143
 98093    | 98315    |         4755863 |      2972.4143
 98063    | 98383    |         4755863 |      2972.4143
 98003    | 98315    |         4755863 |      2972.4143
 98003    | 98311    |         4754433 |      2971.5205
 98023    | 98311    |         4754433 |      2971.5205
 98001    | 98311    |         4754433 |      2971.5205
 98093    | 98311    |         4754433 |      2971.5205
 98063    | 98311    |         4754433 |      2971.5205
 98021    | 98546    |         4754348 |      2971.4675
 98041    | 98546    |         4754348 |      2971.4675
 98011    | 98546    |         4754348 |      2971.4675
 98034    | 98588    |         4751579 |      2969.7368
 98033    | 98588    |         4751579 |      2969.7368
 98083    | 98588    |         4751579 |      2969.7368
 98023    | 98353    |         4751025 |      2969.3904
 98093    | 98353    |         4751025 |      2969.3904
 98001    | 98353    |         4751025 |      2969.3904
 98063    | 98353    |         4751025 |      2969.3904
 98003    | 98353    |         4751025 |      2969.3904
 98033    | 98380    |         4751000 |       2969.375
 98034    | 98380    |         4751000 |       2969.375
 98083    | 98380    |         4751000 |       2969.375
 98083    | 98370    |         4750988 |      2969.3674
 98034    | 98370    |         4750988 |      2969.3674
 98033    | 98370    |         4750988 |      2969.3674
 98021    | 98393    |         4749251 |      2968.2815
 98011    | 98393    |         4749251 |      2968.2815
 98041    | 98393    |         4749251 |      2968.2815
 98093    | 98546    |         4748418 |      2967.7612
 98003    | 98546    |         4748418 |      2967.7612
 98001    | 98546    |         4748418 |      2967.7612
 98063    | 98546    |         4748418 |      2967.7612
 98023    | 98546    |         4748418 |      2967.7612
 98033    | 98345    |         4746642 |      2966.6514
 98083    | 98345    |         4746642 |      2966.6514
 98034    | 98345    |         4746642 |      2966.6514
 98034    | 98528    |         4746556 |      2966.5972
 98083    | 98528    |         4746556 |      2966.5972
 98033    | 98528    |         4746556 |      2966.5972
 98041    | 98310    |         4746347 |      2966.4668
 98011    | 98310    |         4746347 |      2966.4668
 98021    | 98310    |         4746347 |      2966.4668
 98041    | 98351    |         4745981 |      2966.2378
 98011    | 98351    |         4745981 |      2966.2378
 98021    | 98351    |         4745981 |      2966.2378
 98021    | 98524    |         4745635 |      2966.0215
 98011    | 98524    |         4745635 |      2966.0215
 98041    | 98524    |         4745635 |      2966.0215
 98041    | 98312    |         4744941 |      2965.5881
 98041    | 98337    |         4744941 |      2965.5881
 98011    | 98312    |         4744941 |      2965.5881
 98021    | 98337    |         4744941 |      2965.5881
 98021    | 98312    |         4744941 |      2965.5881
 98011    | 98337    |         4744941 |      2965.5881
 98041    | 98314    |         4744886 |      2965.5537
 98011    | 98314    |         4744886 |      2965.5537
 98021    | 98314    |         4744886 |      2965.5537
 98083    | 98315    |         4744567 |       2965.354
 98034    | 98315    |         4744567 |       2965.354
 98033    | 98315    |         4744567 |       2965.354
 98034    | 98383    |         4744567 |       2965.354
 98033    | 98383    |         4744567 |       2965.354
 98083    | 98383    |         4744567 |       2965.354
 98023    | 98393    |         4743321 |      2964.5752
 98003    | 98393    |         4743321 |      2964.5752
 98001    | 98393    |         4743321 |      2964.5752
 98063    | 98393    |         4743321 |      2964.5752
 98093    | 98393    |         4743321 |      2964.5752
 98033    | 98311    |         4743137 |      2964.4602
 98034    | 98311    |         4743137 |      2964.4602
 98083    | 98311    |         4743137 |      2964.4602
 98003    | 98310    |         4740417 |      2962.7607
 98001    | 98310    |         4740417 |      2962.7607
 98063    | 98310    |         4740417 |      2962.7607
 98093    | 98310    |         4740417 |      2962.7607
 98023    | 98310    |         4740417 |      2962.7607
 98093    | 98351    |         4740051 |      2962.5315
 98023    | 98351    |         4740051 |      2962.5315
 98063    | 98351    |         4740051 |      2962.5315
 98001    | 98351    |         4740051 |      2962.5315
 98003    | 98351    |         4740051 |      2962.5315
 98034    | 98353    |         4739728 |        2962.33
 98083    | 98353    |         4739728 |        2962.33
 98033    | 98353    |         4739728 |        2962.33
 98063    | 98524    |         4739704 |       2962.315
 98003    | 98524    |         4739704 |       2962.315
 98023    | 98524    |         4739704 |       2962.315
 98093    | 98524    |         4739704 |       2962.315
 98001    | 98524    |         4739704 |       2962.315
 98063    | 98337    |         4739011 |      2961.8816
 98063    | 98312    |         4739011 |      2961.8816
 98093    | 98312    |         4739011 |      2961.8816
 98093    | 98337    |         4739011 |      2961.8816
 98023    | 98337    |         4739011 |      2961.8816
 98003    | 98337    |         4739011 |      2961.8816
 98001    | 98337    |         4739011 |      2961.8816
 98001    | 98312    |         4739011 |      2961.8816
 98003    | 98312    |         4739011 |      2961.8816
 98023    | 98312    |         4739011 |      2961.8816
 98063    | 98314    |         4738956 |      2961.8474
 98003    | 98314    |         4738956 |      2961.8474
 98023    | 98314    |         4738956 |      2961.8474
 98093    | 98314    |         4738956 |      2961.8474
 98001    | 98314    |         4738956 |      2961.8474
 98041    | 98386    |         4738194 |      2961.3713
 98011    | 98386    |         4738194 |      2961.3713
 98021    | 98386    |         4738194 |      2961.3713
 98021    | 98384    |         4737330 |       2960.831
 98041    | 98384    |         4737330 |       2960.831
 98011    | 98384    |         4737330 |       2960.831
 98083    | 98546    |         4737122 |       2960.701
 98034    | 98546    |         4737122 |       2960.701
 98033    | 98546    |         4737122 |       2960.701
 98041    | 98349    |         4735995 |      2959.9968
 98011    | 98349    |         4735995 |      2959.9968
 98021    | 98349    |         4735995 |      2959.9968
 98021    | 98394    |         4734544 |      2959.0896
 98011    | 98394    |         4734544 |      2959.0896
 98041    | 98394    |         4734544 |      2959.0896
 98011    | 98287    |         4733929 |      2958.7053
 98021    | 98287    |         4733929 |      2958.7053
 98041    | 98287    |         4733929 |      2958.7053
 98023    | 98386    |         4732264 |      2957.6648
 98093    | 98386    |         4732264 |      2957.6648
 98063    | 98386    |         4732264 |      2957.6648
 98001    | 98386    |         4732264 |      2957.6648
 98003    | 98386    |         4732264 |      2957.6648
 98033    | 98393    |         4732024 |       2957.515
 98083    | 98393    |         4732024 |       2957.515
 98034    | 98393    |         4732024 |       2957.515
 98001    | 98384    |         4731400 |       2957.125
 98093    | 98384    |         4731400 |       2957.125
 98063    | 98384    |         4731400 |       2957.125
 98003    | 98384    |         4731400 |       2957.125
 98023    | 98384    |         4731400 |       2957.125
 98003    | 98349    |         4730065 |      2956.2905
 98023    | 98349    |         4730065 |      2956.2905
 98063    | 98349    |         4730065 |      2956.2905
 98001    | 98349    |         4730065 |      2956.2905
 98093    | 98349    |         4730065 |      2956.2905
 98011    | 98366    |         4729756 |      2956.0974
 98021    | 98367    |         4729756 |      2956.0974
 98021    | 98366    |         4729756 |      2956.0974
 98041    | 98367    |         4729756 |      2956.0974
 98041    | 98366    |         4729756 |      2956.0974
 98011    | 98367    |         4729756 |      2956.0974
 98033    | 98310    |         4729121 |      2955.7002
 98083    | 98310    |         4729121 |      2955.7002
 98034    | 98310    |         4729121 |      2955.7002
 98033    | 98351    |         4728754 |       2955.471
 98034    | 98351    |         4728754 |       2955.471
 98083    | 98351    |         4728754 |       2955.471
 98063    | 98394    |         4728614 |      2955.3835
 98003    | 98394    |         4728614 |      2955.3835
 98023    | 98394    |         4728614 |      2955.3835
 98001    | 98394    |         4728614 |      2955.3835
 98093    | 98394    |         4728614 |      2955.3835
 98034    | 98524    |         4728408 |      2955.2546
 98033    | 98524    |         4728408 |      2955.2546
