-0001 0001 0000 KITSAP:MANCHESTER, WA to KITSAP:SOUTHWORTH
-0001 0001 0000 KITSAP:SOUTHWORTH to KITSAP:MANCHESTER, WA
-0001 0001 0000 SPOKANE:Spokane to SPOKANE:Spokane
-0001 0001 0000 SPOKANE:Spokane to SPOKANE:Spokane
-0001 0004 0004 North I5 corridor: Shoreline-Kenmore to SEATTLE:North Seattle-Shoreline-Lakecity-Northgate
-0001 0004 0004 SEATTLE:North Seattle-Shoreline-Lakecity-Northgate to North I5 corridor: Shoreline-Kenmore
-0001 0006 0005 TRI CITIES:Richland to TRI CITIES:West Richland
-0001 0006 0005 TRI CITIES:West Richland to TRI CITIES:Richland
-0001 0007 0006 North I5 corridor: Shoreline to SEATTLE:North Seattle-Shoreline-Lakecity-Northgate
-0001 0007 0006 SEATTLE:Delridge to SOUTH I5 CORRIDOR:Southcenter
-0001 0007 0006 SEATTLE:North Seattle-Shoreline-Lakecity-Northgate to North I5 corridor: Shoreline
-0001 0007 0006 SOUTH I5 CORRIDOR:Southcenter to SEATTLE:Delridge
-0001 0009 0008 SOUTH I5 CORRIDOR:Ridgefield to VANCOUVER WA:Vancouver
-0001 0009 0008 VANCOUVER WA:Vancouver to SOUTH I5 CORRIDOR:Ridgefield
-0001 0010 0008 SOUTH I5 CORRIDOR:Ridgefield to VANCOUVER WA:Vancouver
-0001 0010 0008 VANCOUVER WA:Vancouver to SOUTH I5 CORRIDOR:Ridgefield
-0001 0012 0010 SOUTHEAST WA:Marshall to SPOKANE:Spokane
-0001 0012 0010 SPOKANE:Spokane to SOUTHEAST WA:Marshall
-0001 0012 0011 SOUTH I5 CORRIDOR:CAMP MURRAY, WA to SOUTH I5 CORRIDOR:WALLER
-0001 0012 0011 SOUTH I5 CORRIDOR:WALLER to SOUTH I5 CORRIDOR:CAMP MURRAY, WA
-0001 0013 0012 NORTHEAST WA:Airway Heights to SPOKANE:Spokane
-0001 0013 0012 SPOKANE:Spokane to NORTHEAST WA:Airway Heights
-0001 0014 0013 KITSAP:GIG HARBOR, WA to KITSAP:PORT ORCHARD, WA
-0001 0014 0013 KITSAP:PORT ORCHARD, WA to KITSAP:GIG HARBOR, WA
-0001 0015 0013 KITSAP:SOUTH COLBY to VASHON: BURTON, WA
-0001 0015 0013 VASHON: BURTON, WA to KITSAP:SOUTH COLBY
-0001 0015 0015 SOUTHEAST WA:Veradale to SPOKANE:Spokane
-0001 0015 0015 SOUTHEAST WA:Veradale to SPOKANE:Spokane
-0001 0015 0015 SPOKANE:Spokane to SOUTHEAST WA:Veradale
-0001 0015 0015 SPOKANE:Spokane to SOUTHEAST WA:Veradale
-0001 0016 0016 SOUTHEAST WA:Spangle to SPOKANE:Spokane
-0001 0016 0016 SOUTHEAST WA:Spangle to SPOKANE:Spokane
-0001 0016 0016 SPOKANE:Spokane to SOUTHEAST WA:Spangle
-0001 0016 0016 SPOKANE:Spokane to SOUTHEAST WA:Spangle
-0001 0018 0017 KITSAP:PORT ORCHARD, WA to KITSAP:VAUGHN
-0001 0018 0017 KITSAP:VAUGHN to KITSAP:PORT ORCHARD, WA
-0001 0019 0019 KITSAP:WAUNA to SOUTH I5 CORRIDOR:WALLER
-0001 0019 0019 SOUTH I5 CORRIDOR:WALLER to KITSAP:WAUNA
-0001 0020 0018 SOUTHEAST WA:Mica to SPOKANE:Spokane
-0001 0020 0018 SPOKANE:Spokane to SOUTHEAST WA:Mica
-0001 0020 0019 KITSAP:LAKEBAY, WA to KITSAP:PORT ORCHARD, WA
-0001 0020 0019 KITSAP:PORT ORCHARD, WA to KITSAP:LAKEBAY, WA
-0001 0020 0019 NORTHEAST WA:Nine Mile Falls to SPOKANE:Spokane
-0001 0020 0019 SPOKANE:Spokane to NORTHEAST WA:Nine Mile Falls
-0001 0020 0020 SOUTH CENTRAL WA:Buena to SOUTH CENTRAL WA:Yakima
-0001 0020 0020 SOUTH CENTRAL WA:Yakima to SOUTH CENTRAL WA:Buena
-0001 0021 0020 KITSAP:BURLEY, WA to SOUTH I5 CORRIDOR:FORT LEWIS, WA
-0001 0021 0020 SOUTH I5 CORRIDOR:FORT LEWIS, WA to KITSAP:BURLEY, WA
-0001 0022 0021 SEATTLE:First hill to VASHON: BURTON, WA
-0001 0022 0021 VASHON: BURTON, WA to SEATTLE:First hill
-0001 0022 0022 SEATTLE:DOWNTOWN to VASHON: BURTON, WA
-0001 0022 0022 SOUTHEAST WA:Rockford to SPOKANE:Spokane
-0001 0022 0022 SPOKANE:Spokane to SOUTHEAST WA:Rockford
-0001 0022 0022 VASHON: BURTON, WA to SEATTLE:DOWNTOWN
-0001 0023 0023 SEATTLE:SLU-Westlake-East Queen anne to VASHON
-0001 0023 0023 SOUTHEAST WA:Waverly to SPOKANE:Spokane
-0001 0023 0023 SPOKANE:Spokane to SOUTHEAST WA:Waverly
-0001 0023 0023 VASHON to SEATTLE:SLU-Westlake-East Queen anne
-0001 0024 0022 SEATTLE:Queen anne to VASHON
-0001 0024 0022 VASHON to SEATTLE:Queen anne
-0001 0024 0023 SOUTHEAST WA:Waverly to SPOKANE:Spokane
-0001 0024 0023 SPOKANE:Spokane to SOUTHEAST WA:Waverly
-0001 0024 0024 SEATTLE:Short Capitol hill-Eastlake to VASHON: BURTON, WA
-0001 0024 0024 VASHON: BURTON, WA to SEATTLE:Short Capitol hill-Eastlake
-0001 0025 0023 SOUTH I5 CORRIDOR:Woodland to VANCOUVER WA:Vancouver
-0001 0025 0023 VANCOUVER WA:Vancouver to SOUTH I5 CORRIDOR:Woodland
-0001 0025 0024 SOUTHEAST WA:Cheney to SPOKANE:Spokane
-0001 0025 0024 SPOKANE:Spokane to SOUTHEAST WA:Cheney
-0001 0025 0025 SEATTLE:Short Ballard-West Fremont to VASHON
-0001 0025 0025 SEATTLE:UW Med Center to VASHON
-0001 0025 0025 VASHON to SEATTLE:Short Ballard-West Fremont
-0001 0025 0025 VASHON to SEATTLE:UW Med Center
-0001 0026 0024 SEATTLE:University of Washington to VASHON
-0001 0026 0024 VASHON to SEATTLE:University of Washington
-0001 0026 0025 SEATTLE:University district to VASHON
-0001 0026 0025 VASHON to SEATTLE:University district
-0001 0027 0025 NORTHEAST WA:Reardan to SPOKANE:Spokane
-0001 0027 0025 SEATTLE:Fremont-Greenwood to VASHON
-0001 0027 0025 SPOKANE:Spokane to NORTHEAST WA:Reardan
-0001 0027 0025 VASHON to SEATTLE:Fremont-Greenwood
-0001 0031 0030 SOUTHEAST WA:Rosalia to SPOKANE:Spokane
-0001 0031 0030 SPOKANE:Spokane to SOUTHEAST WA:Rosalia
-0001 0032 0030 SOUTHEAST WA:Rosalia to SPOKANE:Spokane
-0001 0032 0030 SPOKANE:Spokane to SOUTHEAST WA:Rosalia
-0001 0034 0033 North I5 corridor:MOUNTLAKE TERRACE, WA to VASHON
-0001 0034 0033 VASHON to North I5 corridor:MOUNTLAKE TERRACE, WA
-0001 0037 0037 SOUTHEAST WA:Malden to SPOKANE:Spokane
-0001 0037 0037 SPOKANE:Spokane to SOUTHEAST WA:Malden
-0001 0038 0037 SEATTLE:Queen anne to SOUTH I5 CORRIDOR:FORT LEWIS, WA
-0001 0038 0037 SOUTH I5 CORRIDOR:FORT LEWIS, WA to SEATTLE:Queen anne
-0001 0041 0039 SNOHOMISH:LAKE STEVENS, WA to SOUTH I5 CORRIDOR:Southcenter
-0001 0041 0039 SOUTH I5 CORRIDOR:Southcenter to SNOHOMISH:LAKE STEVENS, WA
-0001 0042 0040 SOUTHEAST WA:Oakesdale to SPOKANE:Spokane
-0001 0042 0040 SPOKANE:Spokane to SOUTHEAST WA:Oakesdale
-0001 0046 0044 SOUTHEAST WA:Sprague to SPOKANE:Spokane
-0001 0046 0044 SOUTHEAST WA:Sprague to SPOKANE:Spokane
-0001 0046 0044 SPOKANE:Spokane to SOUTHEAST WA:Sprague
-0001 0046 0044 SPOKANE:Spokane to SOUTHEAST WA:Sprague
